name,aliases,place,wikidata,region,group,usage,lon,lat,cid
vorozhba,vorozhba,town,Q591794,sumy region,sever group of forces,0,34.2354742,51.1697309,606319378044352850
kurpaty,kurpaty,town,Q3894275,autonomous republic of crimea,,0,34.1320905,44.4441333,577433154588206458
vinogradnoe,vinogradnoe;vinogradnoye;vynohradne,town,Q356001,autonomous republic of crimea,,0,34.1218379,44.4864549,577614926194097518
livadiya,livadiya,town,Q2287115,autonomous republic of crimea,,0,34.1455753,44.4732333,577558138136533543
shchebetovka,shchebetovka,town,Q3894352,autonomous republic of crimea,,0,35.1603141,44.9375148,579552214143669754
mirnoye,mirnoe;mirnoye,village,Q4295762,autonomous republic of crimea,,0,34.0617542,44.9805001,579736833311789754
putyvl,putivl;putyvl,town,Q1075057,sumy region,sever group of forces,0,33.8612799,51.3368394,607037101438878624
oreanda,oreanda,town,Q3894036,autonomous republic of crimea,,0,34.1370098,44.457065,577488697105283250
khutir mykhailivskyi,druzhba;khutir mykhailivskyi;khutor mikhaylovskiy;khutor mikhaylovsky;mikhaylovskiy;mikhaylovsky,town,Q385857,sumy region,sever group of forces,0,33.9430057,52.0492581,610096917745009374
synelnykove,sinelnikovo;synelnikovo;synelnykove,town,Q640798,dnipropetrovsk region,tsentr group of forces,0,35.5080648,48.3147419,594057293660185697
volnovakha,volnovakha,town,Q3562943,donetsk region,tsentr group of forces,0,37.4879552,47.6002204,590988445039893075
krasnopillia,krasnopillia;krasnopillya;krasnopole;krasnopolie,town,Q2011646,sumy region,sever group of forces,0,35.2754303,50.7714214,604608649621723046
izvaryne,izvarino;izvaryne,town,Q4198371,luhansk region,,0,39.8917963,48.2827129,593919730157045844
koktebel,koktebel,town,Q1743602,autonomous republic of crimea,,0,35.2432975,44.9655532,579672636436797984
kharkiv,kharkiv;kharkov,city,Q42308,kharkiv region,sever group of forces,0,36.2805202,49.9916178,601259421240405448
yurivka,malaya ternovka;urevka;yurevka;yurivka;yurovka,town,Q1001083,dnipropetrovsk region,tsentr group of forces,0,36.0182594,48.7388486,595878819355700563
novohrodivka,novogrodovka;novohrodivka;novohrodovka,town,Q376473,donetsk region,tsentr group of forces,0,37.3286368,48.2118854,593615526210841597
bakhmut,artemivsk;artemovsk;artyomovsk;bakhmut,town,Q706857,donetsk region,zapad group of forces,0,38.0115337,48.600763,595285744503658381
sofiivka,sofievka;sofiivka;sofiovka;sofiyivka,village,Q4429973,luhansk region,zapad group of forces,0,38.565836,48.3707826,594297987925478604
maloivanivka,maloivanivka;maloivanovka,village,Q4278321,luhansk region,zapad group of forces,0,38.6372,48.3819,594345735076979600
petropavlivka,petrivka;petropavlivka;petropavlovka;petrovka,town,Q4361064,luhansk region,,0,39.2644554,48.8015843,596148264132261319
samar,novaya samara;novomoskovsk;novoselitsa;samar;samarchik,town,Q640680,dnipropetrovsk region,tsentr group of forces,0,35.2300005,48.6378352,595444967528474161
pereshchepyne,pereshchepino;pereshchepyne,town,Q573621,dnipropetrovsk region,tsentr group of forces,0,35.3477277,49.0151064,597065334135321104
kurylivka,kurilovka;kurylivka;kurylovka,town,Q3199342,dnipropetrovsk region,,0,34.6032795,48.5723512,595163715889436175
pidhorodnie,pidhorodne;pidhorodnie;podgorodnoe,town,Q639442,dnipropetrovsk region,tsentr group of forces,0,35.1122115,48.5763408,595180852809456148
novohryhorivka,novo grigorovka;novogrigorovka;novohryhorivka;novohryhorovka,village,Q4323487,dnipropetrovsk region,,0,34.2554222,48.5633138,595124902269634366
shevchenkove,shevchenko;shevchenkove;shevchenkovo,town,Q1002607,kharkiv region,zapad group of forces,0,37.1644404,49.6968,599993187573017240
shyikivka,shiykovka;shyikivka;shyikovka,village,Q4523727,kharkiv region,zapad group of forces,0,37.7518967,49.3514095,598509748819239257
pechenihy,pechenegi;pechenihy,town,Q4361999,kharkiv region,sever group of forces,0,36.9341352,49.8643052,600712616069703415
yurchenkove,yurchenkove;yurchenkovo,village,Q4535209,kharkiv region,sever group of forces,0,37.0858031,49.8299736,600565165547616107
eskhar,eskhar,town,Q4119426,kharkiv region,sever group of forces,0,36.588175,49.7955941,600417504571481999
kotivka,kotivka;kotovka,village,Q4236206,kharkiv region,zapad group of forces,0,36.8429663,48.8061364,596167814820971222
bohdanove,bogdanovo;bohdanove,village,Q4089386,kharkiv region,zapad group of forces,0,36.8203206,48.8058617,596166637999909473
novoukrainka,novo ukrainka;novoukrainka,village,Q4326042,kharkiv region,sever group of forces,0,35.4361435,50.2572746,602400409366514544
vertiivka,vertievka;vertiivka;vertiovka,village,Q4108120,kharkiv region,sever group of forces,0,35.7732273,50.031271,601429729578086443
palianychnyky,palianychnyky;palyanichniki,village,Q4342923,kharkiv region,sever group of forces,0,35.5830544,50.2016565,602161527580625230
morozova dolyna,morozova dolina;morozova dolyna,village,Q4303049,kharkiv region,sever group of forces,0,35.7354831,50.3075571,602616368912391355
zolochiv,zolochev;zolochiv,town,Q2010577,kharkiv region,sever group of forces,0,35.9820748,50.2845482,602517546010124283
buhai druhi,bugai vtorye;buhai druhi,village,Q4097736,kharkiv region,sever group of forces,0,35.9765357,50.3257496,602694507252648536
rozsokhuvate,rassokhovatoe;rozsokhovate;rozsokhovatoye;rozsokhuvate,village,Q4390471,kharkiv region,sever group of forces,0,35.957719,50.3262273,602696555952029911
basove,basove;basovo,village,Q4079133,kharkiv region,sever group of forces,0,35.8911224,50.4055115,603037082434026674
petrivka,petriivka;petrivka;petrovka;pyotrovka,village,Q4360998,kharkiv region,sever group of forces,0,35.903412,50.3279416,602703921820888244
borokhy,borokhi;borokhy,village,Q4094710,kharkiv region,sever group of forces,0,35.9260451,50.3151409,602648937649587485
lemishchyne,lemeshchino;lemishchyne,village,Q4257907,kharkiv region,sever group of forces,0,35.7212405,50.329864,602712176747848985
fesky,feski;fesky,village,Q4483283,kharkiv region,sever group of forces,0,35.9518929,50.1433298,601911019318487572
holovashivka,golovashevka;holovashivka;holovashovka,village,Q4141781,kharkiv region,sever group of forces,0,35.9651898,50.1155244,601791593457868294
vysoke,vysoke;vysokoe;vysokoye;zhovtneve;zhovtnevoe,village,Q4180977,kharkiv region,sever group of forces,0,35.9823958,50.1705496,602027928328315196
maiak,maiak;mayak,village,Q4286320,kharkiv region,sever group of forces,0,35.9511176,50.1602856,601983840488990478
dovzhyk,dolzhik;dolzhyk;dovzhik;dovzhyk,village,Q4164838,kharkiv region,sever group of forces,0,35.9458391,50.2015703,602161158213800559
berestyn,belyovskaya krepost;berestin;berestyn;kostantinograd;krasnograd;krasnohrad,town,Q1104739,kharkiv region,,0,35.4463054,49.3663195,598573786779317025
doslidne,doslidne;doslidnoe;doslidnoye,village,Q4167192,kharkiv region,,0,35.4130943,49.3628713,598558969142112614
natalyne,natalino;natalyne,village,Q4314110,kharkiv region,,0,35.4799337,49.3431448,598474250912265854
ulianivka,ulianivka;ulianovka;ulyanovka,village,Q4475118,kharkiv region,,0,35.5066383,49.3610353,598551087877217998
popivka,popivka;popovka,village,Q4372733,kharkiv region,,0,35.535808,49.3625608,598557641997340864
makhovyk,makhovik;makhovyk,village,Q4285806,kharkiv region,,0,35.5472179,49.3873239,598663998272503122
balky,balki;balky,village,Q4076685,kharkiv region,,0,35.572365,49.366133,598572983620558733
petrivka,petriivka;petrivka;petrovka;pyotrovka,village,Q4361012,kharkiv region,,0,35.5948992,49.389758,598674452222949267
peremoha,chervona peremoha;chervonaya peremoga;peremoga;peremoha,village,Q4512105,kharkiv region,,0,35.3246582,49.333838,598434277651486706
mykolaivka,mykolaevka;mykolaivka;mykolayivka;nikolaevka;nikolayevka,village,Q4320380,kharkiv region,,0,35.9796518,49.258644,598111321881286276
marivka,marevka;marivka;mariyevka;marovka;maryivka,village,Q4283413,kharkiv region,,0,36.0508667,49.2155999,597926449309068466
krasnyi kut,krasny kut;krasnyi kut;krasnyy kut,town,Q4239502,luhansk region,zapad group of forces,0,38.7626141,48.2125712,593618472559840629
dvorichna,dvorichna;dvurechnaya,town,Q4156149,kharkiv region,sever group of forces,0,37.6738644,49.851157,600656145840435336
starovirivka,staroverovka;starovirivka;starovirovka,village,Q4440130,kharkiv region,,0,35.7235629,49.5396103,599318061662318123
pryvokzalne,privokzalne;privokzalnoe;privokzalnoye;pryvokzalne,village,Q4377873,kharkiv region,sever group of forces,0,35.7607159,50.0010276,601299836882141004
hazove,gazovoe;hazove,village,Q4131725,kharkiv region,sever group of forces,0,35.7494866,50.0091714,601334810800821103
maidan,maidan;maydan,village,Q4274731,kharkiv region,,0,35.260223,49.7131816,600063547725356095
velykyi burluk,velikiy burluk;veliky burluk;velykyi burluk,town,Q1965817,kharkiv region,sever group of forces,0,37.3815095,50.0604239,601554940761275013
vovchansk,volchansk;vovchansk,town,Q1104773,kharkiv region,sever group of forces,0,36.9453947,50.285122,602520011322315507
vilcha,vilcha,town,Q4111378,kharkiv region,sever group of forces,0,36.9392515,50.2441618,602344089461865203
derhachi,dergachi;derhachi,town,Q1106109,kharkiv region,sever group of forces,0,36.102513,50.1131682,601781474515056241
zamirtsi,zamertsy;zamirtsi,village,Q4185695,kharkiv region,sever group of forces,0,36.0589602,50.1369791,601883741981297744
mala danylivka,mala danylivka;malaya danilovka;malaya danylovka,town,Q4276832,kharkiv region,sever group of forces,0,36.1585939,50.0678121,601586671978434946
slatyne,slatino;slatyne,town,Q4423206,kharkiv region,sever group of forces,0,36.1586418,50.2137534,602213483800580530
dementiivka,dementievka;dementiivka;dementiovka,village,Q4157390,kharkiv region,sever group of forces,0,36.2375929,50.2307918,602286665748416025
trudoliubivka,trudoliubivka;trudoliubovka;trudolyubivka;trudolyubovka,village,Q4464419,kharkiv region,sever group of forces,0,35.2400146,49.8995915,600864168284015951
pidlisne,pidlesnoe;pidlesnoye;pidlisne;podlesnoe,village,Q4367742,kharkiv region,sever group of forces,0,35.2376141,49.8791397,600776331907843054
buzova,buzova;buzovaya;komsomolske;komsomolskoe,village,Q4230274,kharkiv region,sever group of forces,0,35.2377579,49.9638903,601140330386179198
orlianka,orlianka;orlyanka,village,Q4336960,kharkiv region,zapad group of forces,0,37.9285929,49.6865425,599949134094226321
pivdenne,pivdenne;pivdennoe;pivdennoye;pivdenny;yuzhnoe;yuzhnoye;yuzhny;yuzhnyy,town,Q785296,kharkiv region,sever group of forces,0,36.0740062,49.873922,600753920769328918
rai olenivka,rai olenivka;rai olenovka;ray elenovka;ray olenovka;ray yelenovka,village,Q7214776,kharkiv region,sever group of forces,0,36.0707665,49.9390912,601033819493038702
merefa,merefa,town,Q1019408,kharkiv region,sever group of forces,0,36.0508489,49.8119405,600487710106365089
movchany,molchany;movchany,village,Q4301192,kharkiv region,sever group of forces,0,36.2991921,49.9197816,600950887969748664
lyptsi,liptsy;lyptsi,village,Q4262947,kharkiv region,sever group of forces,0,36.4224348,50.2083186,602190144948557859
balakliya,balakleya;balakliia;balakliya,town,Q986263,kharkiv region,zapad group of forces,0,36.8544308,49.4604564,598978097822101407
prolisne,balitskogo;chkalovske;chkalovskoe;nezhurilovka;prolesnoe;prolisne,town,Q4516908,kharkiv region,zapad group of forces,0,36.9321157,49.7142285,600068040262819604
hrodivka,grodovka;hrodivka;hrodovka,town,Q4150058,donetsk region,tsentr group of forces,0,37.3803516,48.2614604,593828449214592512
novoozernoe,novoozernoe;novoozyornoe;novoozyornoye,town,Q3889296,autonomous republic of crimea,,0,33.1277061,45.3882437,581488080455995930
ivanivske,ivanivske;ivanovka;ivanovske;ivanovskoe;ivanovskoye;krasne;krasnoe,village,Q4238577,donetsk region,zapad group of forces,0,37.9204151,48.5725786,595164695145296799
krasnopolivka,krasnopolevka;krasnopolivka;krasnopolovka,hamlet,Q4238926,donetsk region,zapad group of forces,0,38.0481936,48.7311775,595845872663602882
siversk,seversk;siversk,town,Q1940853,donetsk region,zapad group of forces,0,38.0955248,48.8616364,596406185507151781
bilohorivka,belogorovka;bilohorivka;bilohorovka,village,Q4082330,donetsk region,zapad group of forces,0,38.215425,48.732945,595853461870982145
ivanhrad,ivangrad;ivanhrad,village,Q4195693,donetsk region,zapad group of forces,0,38.0261469,48.5571736,595098531174207651
opytne,opitne;opytne;opytnoe,village,Q4335579,donetsk region,zapad group of forces,0,38.0208461,48.5538947,595084447976438766
olenivka,elenovka;olenivka;olenovka;yelenovka,village,Q4333612,donetsk region,tsentr group of forces,0,37.6600846,47.8304487,591977271065655989
bilokuzmynivka,belokuzminovka;bilokuzmynivka;bilokuzmynovka,village,Q4082560,donetsk region,zapad group of forces,0,37.673747,48.6557782,595522032129110035
ivanopillia,ivanopillia;ivanopole;ivanopolye,village,Q4196804,donetsk region,zapad group of forces,0,37.7754359,48.4718757,594732179053542732
illinivka,ilinka;illicha;illinivka;illinovka,village,Q4199812,donetsk region,zapad group of forces,0,37.6663814,48.4940362,594827355528713037
oleksandrivka,aleksandrovka;oleksandrivka;oleksandrovka,town,Q4061193,donetsk region,zapad group of forces,0,36.913089,48.7104056,595756657601795265
sosnove,sosnove;sosnovoe,village,Q4429660,donetsk region,zapad group of forces,0,37.5496488,49.072913,597313613312002897
dibrivka,dibrivka;dibrovka;dibrovke,village,Q4161164,donetsk region,tsentr group of forces,0,39.038975,47.90468,592296086489416959
zemlianky,zemlianky;zemlyanka;zemlyanki;zemlyanky,village,Q4191177,donetsk region,tsentr group of forces,0,37.9139381,48.1317738,593271452086377042
yasynivka,yasinovka;yasynivka;yasynovka,village,Q4539260,donetsk region,tsentr group of forces,0,37.9484231,48.1341327,593281583914262791
mineralne,mineralne;mineralnoe,village,Q4294151,donetsk region,tsentr group of forces,0,37.8358851,48.1006703,593137861423524205
yakovlivka,yakovlevka;yakovlivka;yakovlovka,village,Q4537000,donetsk region,tsentr group of forces,0,37.8244946,48.0883793,593085071980477679
lebedyn,lebedin;lebedyn,town,Q476688,sumy region,sever group of forces,0,34.4843545,50.5757671,603768317794633091
okhtyrka,akhtyrka;okhtyrka,town,Q1013471,sumy region,sever group of forces,0,34.9087709,50.3128536,602639119353331555
lokhivka,lokhivka;lokhovka,village,Q4267552,autonomous republic of crimea,,0,34.8794574,45.2185303,580759164378074337
krasnohvardiiske,krasnogvardeyskoe;krasnohvardiiske,village,Q4238433,autonomous republic of crimea,,0,34.9468818,45.1812465,580599030817477698
kupiansk,kupiansk;kupyansk,town,Q889555,kharkiv region,zapad group of forces,2,37.6126395,49.7100019,600049889731707232
hola prystan,golaya pristan;hola prystan,town,Q760224,kherson region,dnepr group of forces,0,32.5354931,46.525685,586373352351533253
foros,foros,town,Q1437932,autonomous republic of crimea,,0,33.7793376,44.3915015,577207101869130634
nikita,nikita,town,Q2368326,autonomous republic of crimea,,0,34.2362232,44.5162856,577743049363618879
partenit,partenit,town,Q1401243,autonomous republic of crimea,,0,34.3418116,44.5784089,578009865617053876
malyi mayak,maly mayak;malyi mayak;malyy mayak,village,Q3849361,autonomous republic of crimea,,0,34.3596782,44.6143488,578164226741689982
krasnokamenka,krasnokamenka,village,Q4238776,autonomous republic of crimea,,0,35.0858579,44.9264033,579504488467002146
perevalovka,elbuzly;perevalovka,village,Q4349987,autonomous republic of crimea,,0,34.9818724,44.977835,579725387224866032
blizhnee,blizhnee,village,Q3920624,autonomous republic of crimea,,0,35.3328744,45.0565885,580063628784678922
solnechnoe,solnechnoe,village,Q4427804,autonomous republic of crimea,,0,35.3431326,45.0446139,580012200846286877
novyi sad,novy sad;novyi sad;novyy sad,village,Q4326771,autonomous republic of crimea,,0,33.9990423,45.1475818,580454445037477314
shtormove,shtormove;shtormovoe,village,Q4526937,autonomous republic of crimea,,0,33.0942072,45.2657327,580961899717562174
popovka,popovka,village,Q988465,autonomous republic of crimea,,0,33.0305506,45.3000902,581109461908887191
dzhankoy,dzhankoi;dzhankoy,town,Q161978,autonomous republic of crimea,,0,34.3994251,45.7111669,582875024181393857
saky,saki;saky,town,Q161970,autonomous republic of crimea,,0,33.5689944,45.1227072,580347607725559266
ternivka,ternivka;ternovka,town,Q574421,dnipropetrovsk region,tsentr group of forces,0,36.0804387,48.520268,594940021109235767
shakhtarske,pershotravensk;shakhtarske;shakhterskoe;shakhterskoye;shakhtyorskoe,town,Q604607,dnipropetrovsk region,tsentr group of forces,0,36.4041694,48.346451,594193482779070665
krasnoperekopsk,krasnoperekopsk,town,Q161987,autonomous republic of crimea,,0,33.8179305,45.9567395,583929747889625675
gvardeyskoye,gvardeyskoe;gvardeyskoye;hvardiiske,town,Q2394414,autonomous republic of crimea,,0,34.0190614,45.1149398,580314248715021301
sukhodilsk,sukhodilsk;sukhodolsk,town,Q2354470,luhansk region,,0,39.7288625,48.3520926,594217714987879390
irmino,irmino;petrovka;teplogorsk,town,Q2414508,luhansk region,zapad group of forces,0,38.589276,48.589681,595238143381694555
lutuhyne,lutugino;lutuhyne,town,Q2415989,luhansk region,,0,39.2094626,48.3983772,594416503253688055
